id,tier,design,route,title,doi,rung,outcome,note,url
W2307638903,T6_theory_stream,theory,THEORY,Primogeniture and fertility: fertility models with unequal bequest.,,none,no_url,no_candidate_url,
W2003926454,T6_theory_stream,theory,THEORY,Fertility and Economic Change in Eighteenth and Nineteenth Century Eur,10.2307/1972899,none,no_url,no_candidate_url,
W2066948096,T6_theory_stream,theory,THEORY,Two Kinds of Preindustrial Household Formation System,10.2307/1972376,none,no_url,no_candidate_url,
W2031544910,T6_theory_stream,descriptive,THEORY,"Fertility, Economy, and Household Formation in England over Three Cent",10.2307/1972800,none,no_url,no_candidate_url,
W1755555414,T6_theory_stream,theory,THEORY,The Origins of the fertility transition in rural Japan,10.25336/p68w3k,1_best_oa,pdf,pdf:200,https://journals.library.ualberta.ca/csp/index.php/csp/article/download/16122/12927
W2274237292,T6_theory_stream,theory,THEORY,Family type and fertility: a review of literature.,,none,no_url,no_candidate_url,
W2277451663,T6_theory_stream,theory,THEORY,Domestic Development Cycles as a Link between Population Processes and,10.1086/jar.34.3.3629786,none,no_url,no_candidate_url,
W2089050930,T6_theory_stream,theory,THEORY,Structural Variability in Stem Family Development Cycles: A Simulation,10.1177/106939717601100402,none,no_url,no_candidate_url,
W1968320354,T6_theory_stream,theory,THEORY,Extended Family Structure and Fertility: Some Conceptual and Methodolo,10.2307/350128,none,no_url,no_candidate_url,
W2037792764,T6_theory_stream,theory,THEORY,Some demographic determinants of average household size: An analytic a,10.2307/2060023,none,no_url,no_candidate_url,
W2312905335,T6_theory_stream,descriptive,THEORY,Status Transfer of the Household Head in the Stem Family System,10.4057/jsr.17.3_2,1_best_oa,pdf,pdf:200,https://www.jstage.jst.go.jp/article/jsr1950/17/3/17_3_2/_pdf
