priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
5,W2068710403,10.2139/ssrn.1958051,Estimating Causal Installed-Base Effects: A Bias-Correction Approach,2011,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"Title-only: 'Installed-base effects' suggests network effects, but no abstract to confirm fertility relevance",,
5,W2116965921,10.1007/s13280-010-0133-1,Fertility Intentions and Risk Management: Exploring the Fertility Decline in Eastern Europe During Transition,2011,AMBIO,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title alone insufficient to identify diffusion mechanism,,
5,W3123994982,10.1016/j.econlet.2011.11.029,Fertility choice under child mortality and social norms,2011,Economics Letters,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title mentions social norms and fertility choice, but no abstract; cannot assess estimand or identify A.3 content",,
5,W1825634769,10.1016/b978-0-444-53707-2.00001-3,Identification of Social Interactions,2011,Handbook of social economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,title suggests social-interaction methodology; cannot determine fertility application without abstract,,
5,W285398064,10.1007/978-94-007-0068-0,Navigating Time and Space in Population Studies,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests population studies methodology but fertility-control scope unclear,,
5,W1552759190,10.2139/ssrn.1024988,Poverty Traps: A Perspective from Development Economics,2011,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided; cannot be screened.,,
5,W1576455563,,Przestrzenne zróżnicowanie urodzeń pozamałżeńskich w Polsce w latach 2002-2010,2011,Studia Demograficzne,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,descriptive,,Polish study of spatial variation in non-marital births; no abstract; insufficient information on whether diffusion tested,,
5,W2002854925,10.1007/s10943-011-9478-4,"Religion, Contraception, and Method Choice of Married Women in Ghana",2011,Journal of Religion and Health,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,contraception and method choice mentioned but no abstract; unclear if addresses diffusion,,
5,W163572949,,"Social exclusion and social change: Access to, and influence of, community-based collective action programs in Nepal",2011,Deep Blue (University of Michigan),UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Community-group participation shifts family/gender attitudes, but fertility outcome is not measured; falls short of A.3 because estimand is attitude change, not fertility-control adoption",,
5,W7804173,10.1007/978-94-007-0068-0_3,Spatial Aspects of the American Fertility Transition in the Nineteenth Century,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title only; spatial fertility transition could imply diffusion but estimand not stated verbatim per title-only rule,,
5,W1981364615,10.2139/ssrn.1855576,The Determinants of Low Fertility in Singapore: Evidence From a Household Survey,2011,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided; cannot be screened.,,
5,W2137156682,10.1016/b978-0-444-53187-2.00009-7,The Economics of Cultural Transmission and Socialization,2011,Handbook of social economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,title suggests cultural transmission theory; empty abstract prevents assessment of whether fertility-diffusion or general socialization theory,,
5,W2035819111,10.1016/j.eeh.2011.01.002,The Western European marriage pattern and economic development,2011,Explorations in Economic History,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract provided; title about marriage pattern and economic development, cannot assess A.3 relevance",,
5,W2062504830,10.1007/s11698-011-0061-8,The effect of investment in children’s education on fertility in 1816 Prussia,2011,Cliometrica,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title mentions education and fertility but does not state A.3 estimand verbatim,,
5,W2006259051,10.1007/s11127-011-9879-7,The political economy of fertility,2011,Public Choice,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Empty abstract; title mentions political economy but does not state A.3 estimand,,
5,W1745542178,10.1007/978-94-007-2309-2_6,Theorising and Measuring Place in Neighbourhood Effects Research: The Example of Teenage Parenthood in England,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title mentions place effects and teenage parenthood but no abstract; cannot determine whether mechanism is social diffusion or other neighborhood effect,,
5,W2185470862,,Towards an Explanation of India's Fertility Transition,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title alone insufficient; no abstract to determine estimand,,
5,W2479668309,10.1007/978-94-007-1945-3,Understanding Family Change and Variation,2011,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; generic title 'Understanding Family Change and Variation',,
5,W2341590931,,A multilevel analysis of the determinants of high risk sexual behavior (multiple sexual partners) in sub-Saharan Africa,2010,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; title-only record about high-risk sexual behavior, insufficient to assess relevance to fertility control diffusion",,
5,W3465345,10.1007/978-90-481-9876-4_2,"Biology, Culture, and Human Behavior",2010,Cross-cultural advancements in positive psychology,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; cannot determine relevance to fertility diffusion without abstract,,
5,W3124483382,10.2139/ssrn.1616309,Cultural Innovations and Demographic Change,2010,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract available; title suggests cultural innovation but cannot assess without content,,
5,W2181865899,,Culture Resurfaces - A Geographic Analysis of Fertility Decline in Prussia,2010,,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,other,,"Title-only; geographic analysis of cultural factors in fertility decline, but no abstract; cannot determine if identifying cultural-boundary diffusion or cultural correlation",,
5,W1829314448,10.1007/s10680-010-9208-8,"Detecting Deliberate Fertility Control in Pre-transitional Populations: Evidence from six German villages, 1766–1863",2010,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,historical,,"empty abstract; detects deliberate fertility control in pre-FDT German villages (1766-1863), but cannot assess whether paper addresses diffusion mechanism",,
5,W2244422566,10.2139/ssrn.1688102,Fertility Choice Under Child Mortality and Social Norms,2010,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title mentions child mortality and social norms, could relate to legitimacy diffusion but insufficient information to assess",,
5,W1540249726,10.7551/mitpress/8713.003.0010,Fertility Transition and Its Socioeconomic Impacts in China,2010,The MIT Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,Describes rapid fertility transition in China from government programme and socioeconomic change; mechanism unclear whether social diffusion vs. program effect vs. structural change,,
5,W1874038680,10.2139/ssrn.1536510,Fertility and Schooling: How this Relation Changed between 1995 and 2005 in Colombia,2010,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided,,
5,W2158512017,,Fertility-Migration Interactions: Exploring the Association between Migration of Children and Parental Fertility in Mexican Rural Communities,2010,,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,other,,"no abstract; title suggests reverse causality (child migration → parental fertility), not fertility-control diffusion",,
5,W1997341280,10.1016/j.worlddev.2010.04.003,"Identity, Interest and Information Search in a Dynamic Rural Economy",2010,World Development,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title only; information search could indicate diffusion mechanism but insufficient to assess,,
5,W613245575,10.1007/978-90-481-8939-7,Male Fertility Patterns and Determinants,2010,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,title is male fertility patterns and determinants; no abstract to assess estimand,,
5,W5462150,10.1007/978-90-481-8939-7_7,"Religion, Religiosity and Male and Female Fertility",2010,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,religion and fertility mentioned but no abstract; unclear if addresses diffusion mechanisms,,
5,W2046762549,10.1086/650424,"Social Learning, Social Influence, and Projection Bias: A Caution on Inferences Based on Proxy Reporting of Peer Behavior",2010,Economic Development and Cultural Change,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,observational,,Methodological study warns that proxy-reported peer behavior generates measurement error; reports null effects of peer adoption on own adoption. Technology type unspecified; insufficient detail on whether fertility-related,,
5,W2138080054,10.1016/j.socscimed.2010.08.002,Social networks and contraception practice of women in rural Bangladesh,2010,Social Science & Medicine,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,observational,,no abstract; title strongly suggests social-network effects on contraceptive adoption but estimand cannot be verified,,
5,W2398790603,,Stalling of Fertility Transitions and Socioeconomic Change in the Developing World: Evidence from the Demographic and Health Surveys*,2010,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Title indicates stalling of fertility transitions; abstract missing (only acknowledgments visible); cannot assess estimand,,
5,W2418929100,,"TEACHING CHANGE: A MIXED-METHOD STUDY OF INTERVENTIONS, RISK PERCEPTIONS, AND BEHAVIOR CHANGE AMONG THE GARIFUNA OF HONDURAS",2010,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,title mentions behavior-change interventions among Garifuna; no abstract to determine if fertility-control related,,
5,W4350310,10.1007/978-90-481-8918-2_2,"The Fertility Transition in Sub-Saharan Africa, 1990–2005: How Unique Is Ethiopia?",2010,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,Title-only: describes fertility transition in Sub-Saharan Africa; cannot determine focus on social diffusion mechanisms,,
5,W3122213908,10.2139/ssrn.1692848,The Historical Fertility Transition: A Guide for Economists,2010,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Title-only record with no abstract; title does not state A.3 estimand verbatim,,
5,W2605293785,10.21652/kaseas.20.3.201010.147,The Population Changes of Southeast Asia:1950-2050,2010,The Southeast Asian Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title alone insufficient,,
5,W2619402470,10.1363/3612210,The Role of Social Support and Parity in Contraceptive Use in Cambodia,2010,International Perspectives on Sexual and Reproductive Health,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"Title only; 'social support' ambiguous—could be program support, family/peer support. Insufficient to determine if A.3 estimand.",,
5,W2491863926,,The educational gradient of nonmarital childbearing in Europe,2010,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title on educational gradient in nonmarital fertility likely about socioeconomic drivers, not A.3",,
5,W2996930848,10.4054/mpidr-wp-2010-004,The educational gradient of nonmarital childbearing in Europe: emergence of a pattern of disadvantage?,2010,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,abstract incomplete; cannot assess estimand,,
5,W1986303531,10.1007/s10887-010-9054-x,The trade-off between fertility and education: evidence from before the demographic transition,2010,Journal of Economic Growth,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,,Title indicates education-fertility tradeoff historically; no abstract to assess whether tradeoff is viewed as diffusion mechanism or economic constraint,,
5,W2061303011,10.1038/nature08230,Advances in development reverse fertility declines,2009,Nature,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests development-fertility reversal but mechanism unclear,,
5,W1752773762,10.1007/s10680-009-9187-9,"Attitudes, Norms and Perceived Behavioural Control: Explaining Fertility Intentions in Bulgaria",2009,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title mentions norms and fertility intentions but lacks abstract; cannot distinguish between norm diffusion vs. attitudinal determinants,,
5,W2017441558,10.1016/j.bpobgyn.2008.11.002,Contraception in historical and global perspective,2009,Best Practice & Research Clinical Obstetrics & Gynaecology,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title only; cannot determine whether paper addresses A.3 mechanism or merely reviews contraceptive history,,
5,W2140161313,10.1007/s00148-009-0255-6,Demographic transitions: analyzing the effects of mortality on fertility,2009,Journal of Population Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,,Title alone indicates mortality-to-fertility mechanistic link but no abstract to assess whether diffusion or diffusion channels are involved,,
5,W78805693,,Essays on social interactions and the long-term effects of early-life conditions,2009,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"abstract truncated; thesis on social interactions and early-life conditions, no fertility-control diffusion visible",,
5,W1976141860,10.1016/j.mathsocsci.2009.07.005,Family regulation as a moving target in the demographic transition,2009,Mathematical Social Sciences,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title mentions family regulation during demographic transition, but no abstract to assess whether about diffusion vs. other mechanisms",,
5,W2266379611,10.2139/ssrn.1440875,Household and Provider Behavior in the Health Sector in Africa: What Has Been Learned from Program Evaluations?,2009,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests health behavior but unclear if fertility-control diffusion mechanism,,
5,W1016228106,10.33119/gn/101245,How Pension Systems Influence Fertility,2009,Gospodarka Narodowa,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title only, no abstract; mechanism unclear",,
5,W1979521296,10.1007/s12546-009-9014-5,India’s North–South divide and theories of fertility change,2009,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only record: suggests regional fertility patterns but abstract absent; cannot assess estimand,,
5,W2044286343,10.1007/s10834-009-9174-7,Men’s Work Efforts and the Transition to Fatherhood,2009,Journal of Family and Economic Issues,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only record does not state A.3 estimand; cannot route without abstract,,
5,W655080209,,Socioeconomic Progress and Fertility Transition in the Developing World: Evidence from the Demographic and Health Surveys*,2009,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Only author acknowledgments provided; title mentions socioeconomic progress and fertility transition but no abstract to identify estimand,,
5,W4252491490,10.1007/978-90-481-3198-3_1,The Fall in Iranian Fertility: Theoretical Considerations,2009,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract available for screening,,
5,W1988249035,10.1007/s00148-009-0296-x,The effects of motherhood timing on career path,2009,Journal of Population Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"Title-only record with no abstract; motherhood timing and career path, no indication of fertility-control diffusion mechanism",,
5,W2188753111,,The socioanthropology of human reproduction,2009,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,abstract truncated; insufficient information on whether paper addresses A.3 diffusion mechanism,,
5,W2092946062,10.1007/s12546-009-9009-2,The transition to lower fertility in the West Bank and Gaza Strip: evidence from recent surveys,2009,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,No abstract; title about West Bank/Gaza fertility transition but mechanism unclear,,
5,W2005889538,10.1501/cogbil_0000000096,Türkiye’nin Demografik Geçiş Sürecine Coğrafi Bir Yaklaşım,2009,Coğrafi Bilimler Dergisi,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,descriptive,,Turkish-language geographic analysis of Turkey's demographic transition; could be PRINCETON_CANON-style descriptive analysis but insufficient without full abstract text,,
5,W2053510064,10.1016/j.socscimed.2008.06.032,Community factors affecting rising caesarean section rates in developing countries: An analysis of six countries,2008,Social Science & Medicine,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided; cannot be screened.,,
5,W2207686493,,Deriving traditional reproductive regimes to explain subnational fertility differentials in Zambia,2008,Open University of Cape Town (University of Cape Town),UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,title mentions fertility differentials but abstract is contentless front matter; title does not state estimand verbatim,,
5,W2310799026,10.7301/z0hq3xdn,Internal Migration and Premarital Reproductive Behavior Among Adolescents in Nigeria,2008,Brown Digital Repository,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,other,,No abstract; migration and reproductive behavior could involve diffusion but cannot assess,,
5,W617122227,10.1007/978-1-4020-6733-4,Kinship and Demographic Behavior in the Past,2008,,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,historical,,"No abstract; kinship and demographic behavior, possibly relevant to cultural/family-structure diffusion but insufficient detail.",,
5,W2122202693,10.4054/demres.2008.18.20,On the structural value of children and its implication on intended fertility in Bulgaria,2008,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Abstract truncated mid-sentence; mentions personal networks and structural determinants but unclear whether estimand is network diffusion of adoption or value transmission,,
5,W2158366275,10.4054/demres.2008.18.2,Recent fertility decline in Eritrea,2008,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,abstract incomplete; cannot assess whether fertility decline is attributed to diffusion vs. other mechanisms,,
5,W2275533007,,"Religion and fertility in the United States: The influence of affiliation, region, and congregation",2008,,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,observational,,No abstract; title mentions religion and congregation but diffusion mechanism not clear,,
5,W144201954,10.1007/978-1-4020-6733-4_4,"Villages, Descent Groups, Households, and Individual Outcomes in Rural Liaoning, 1789–1909",2008,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; unclear if fertility or diffusion content",,
5,W1985379904,10.1016/j.socscimed.2007.10.009,A broader perspective on education and mortality: Are we influenced by other people's education?,2007,Social Science & Medicine,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract available; title suggests peer/spillover effects on mortality, not fertility",,
5,W2183668795,,A review of migration and fertility theory through the lens of African immigrant fertility in France,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,"Title suggests review of migration–fertility theory; could address spatial diffusion, but no abstract to confirm scope.",,
5,W35827892,10.1016/s1571-0386(06)16003-2,"Chapter 3 Demographic Change, Health and Health-Risk Behaviour across Cohorts in Britain: Implications for Policy Modelling",2007,International symposia in economic theory and econometrics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,No abstract; book chapter on cohort health changes but estimand unclear,,
5,W1603655201,10.1016/s1573-4471(07)04048-x,Chapter 48 Information Networks in Dynamic Agrarian Economies,2007,Handbook of development economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"no abstract; title mentions information networks in agrarian economies, relevance unclear",,
5,W3124330411,10.1016/s1573-4471(07)04052-1,"Chapter 52 Population Policies, Fertility, Women's Human Capital, and Child Quality",2007,Handbook of development economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; book chapter on policies and human capital; cannot determine diffusion relevance,,
5,W2187624708,,Contextualising demography: the significance of local clusters of fertility in Scotland,2007,,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,observational,,Title indicates spatial clustering of fertility in Scotland; no abstract available to verify estimand or identification of diffusion,,
5,W2117987682,10.3386/w13373,Culture as Learning: The Evolution of Female Labor Force Participation over a Century,2007,National Bureau of Economic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,structural,,incomplete abstract; culture as learning in female labor force evolution; unclear relevance to fertility-control diffusion,,
5,W2102407566,10.1016/j.jpubeco.2007.01.001,Economic growth and endogenous intergenerational altruism,2007,Journal of Public Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided; title on economic growth and altruism may relate to fertility preferences but cannot confirm scope.,,
5,W2160097003,10.1002/psp.454,Effects of modernisation on desired fertility in Egypt,2007,Population Space and Place,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,UNCLEAR,observational,,"Invokes social interaction theory for community effects on fertility, but outcome is desired fertility rather than adoption of fertility control; unclear whether identifying diffusion of control adoption versus general community modernization effects",,
5,W2018033858,10.1007/s11113-007-9052-7,Exploratory Analysis of Spatial Patterns in Brazil’s Fertility Transition,2007,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,"Spatial patterns in Brazil's fertility transition; could be PRIMARY_SPATIAL_DIFFUSION, but without abstract cannot assess mechanism or identification",,
5,W2160581424,10.1016/j.evolhumbehav.2007.01.003,Influences on communication about reproduction: the cultural evolution of low fertility,2007,Evolution and Human Behavior,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,descriptive,,Communication about reproduction and cultural evolution of low fertility; title suggests ideational/diffusion mechanisms but no abstract available,,
5,W1967624924,10.4054/demres.2007.16.14,Intergenerational family ties and the diffusion of cohabitation in Italy,2007,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,"Title mentions intergenerational family ties and diffusion of cohabitation, but abstract is truncated; cannot distinguish horizontal vs vertical transmission",,
5,W2128989681,10.3386/w13516,Observational Learning: Evidence from a Randomized Natural Field Experiment,2007,National Bureau of Economic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Abstract truncated; cannot assess,,
5,W4213269299,10.1007/978-1-4020-4498-4_5,On Net Intergenerational Wealth Flows: an Update,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title on intergenerational wealth flows, likely not fertility-related",,
5,W2144424641,10.2139/ssrn.985956,"Population Policies, Fertility, Women's Human Capital, and Child Quality",2007,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; title suggests population policies and fertility outcomes but does not indicate diffusion estimand",,
5,W2142256173,10.1007/s11111-007-0045-6,Population and environment in the twenty-first century,2007,Population and Environment,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,No abstract; title does not indicate fertility control focus.,,
5,W2101846130,10.1007/s00148-007-0144-9,Population growth overshooting and trade in developing countries,2007,Journal of Population Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only; population growth and trade; insufficient to determine relevance to A.3,,
5,W2138542091,10.1007/s12116-007-9003-7,"Reassessing the Effect of Economic Growth on Well-being in Less-developed Countries, 1980–2003",2007,Studies in Comparative International Development,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; title suggests macro-level economics and well-being, likely not fertility diffusion",,
5,W2047687086,10.1007/978-1-4020-4498-4_10,Regional Paths to Fertility Transition,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; title alludes to regional variation in fertility transitions but mechanism (diffusion, economics, programs) unclear",,
5,W2051309666,10.4054/demres.2007.17.15,Social mobility and fertility,2007,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Abstract incomplete; title mentions social mobility and fertility, but mechanism unclear",,
5,W2309948513,,"Spousal communication and family planning behavior in Northern Cape, South Africa",2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Family planning behavior and communication; no abstract; cannot confirm diffusion mechanism,,
5,W2027680856,10.4054/demres.2007.17.3,"The ""Wedding-Ring""",2007,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,structural,,Agent-based model of social-interaction marriage; abstract truncated; insufficient to determine if fertility-control mechanism.,,
5,W4211078898,10.1007/978-1-4020-4498-4_9,The Delayed Western Fertility Decline: an Examination of English-Speaking Countries,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests fertility-decline patterns but cannot determine if diffusion is mechanism,,
5,W86475145,10.1007/978-1-4020-4498-4_11,The Globalization of Fertility Behavior,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,Title suggests globalization of fertility behavior (potential diffusion); no abstract available,,
5,W2337408407,,The Importance of Ethnicity: Fertility and Ethnicity in West Africa,2007,,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Ethnic clustering in fertility observed but abstract concludes nation-state (not ethnicity/culture) determines fertility—unclear if this is evidence for cultural-boundary diffusion of control or simply ethnic preference variation,,
5,W2172058697,10.4054/demres.2007.17.18,The anthropological demography of Europe,2007,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Truncated abstract; collection overview of anthropological demography studies,,
5,W2162851491,10.1007/s10680-006-9113-3,The dynamics of fertility amongst Palestinians in Israel from 1980 to 2000,2007,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title alone insufficient,,
5,W2110969464,10.1111/j.1728-4457.2007.00160.x,Theories of Fertility Decline and the Evidence from Development Indicators,2007,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Title suggests theory review of fertility decline; no abstract available to assess whether focused on diffusion/ideational mechanisms,,
5,W1543142575,10.1007/s10680-007-9120-z,Towards long-term population decline: a discussion of relevant issues,2007,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title alone does not indicate estimand,,
5,W3123228534,10.4054/mpidr-wp-2007-012,"Towards smaller family size in Egypt, Morocco and Turkey: overall change over time or socio-economic compositional effect?",2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"examines overall societal vs. compositional drivers of fertility decline in Egypt, Morocco, Turkey; mechanism of change unclear from title alone",,
5,W2184375916,,University of the Witwatersrand Faculty of Health Sciences School of Public Health INTENTION TO USE CONTRACEPTION AND SUBSEQUENT CONTRACEPTIVE BEHAVIOR,2007,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,No abstract; thesis on contraceptive intention and behavior but estimand unclear,,
5,W2086397503,10.4054/demres.2007.16.1,What kind of theory for anthropological demography?,2007,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,Theory paper on anthropological demography; abstract truncated—cannot assess relevance,,
5,W3121188887,10.1037/e597012012-001,"Why is Son Preference Declining in South Korea? The Role of Development and Public Policy, and the Implications for China and India",2007,PsycEXTRA Dataset,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"abstract is template text only (truncated); titled on preference drivers (development, policy); likely about value/policy change (OFF_VALUE_D1 or OFF_PROGRAM_A5), not diffusion",,
5,W2182315976,,"Capital social, asentamientos urbanos y comportamiento demográfico en América Latina",2006,Americanae (AECID Library),UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title only (Spanish); social capital, urban settlements, demographic behavior — insufficient detail",,
5,W1983971273,10.1016/j.tpb.2005.10.003,Cultural niche construction in a metapopulation,2006,Theoretical Population Biology,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title only; 'cultural niche construction' is ambiguous as to domain (biology, fertility, or other)",,
5,W3194712714,,Dowody i refutacje: wczoraj i dziś w historyczno-demograficznych studiach nad transformacją postaw prokreacyjnych,2006,Studia Demograficzne,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no English abstract; Polish title on evidence/refutation in historical-demographic studies too thin to evaluate,,
5,W4238255219,10.1007/0-387-23106-4_25,Fertility Planning,2006,Kluwer Academic Publishers-Plenum Publishers eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Empty abstract; generic title does not state A.3 estimand,,
5,W2131803191,10.1007/s10887-006-9005-8,Fertility and development: the roles of schooling and family production,2006,Journal of Economic Growth,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests schooling and family economics but insufficient information on diffusion,,
5,W2589017241,,"Fertility: theories, frameworks, models, concepts",2006,Data Archiving and Networked Services (DANS),UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Fertility theories and frameworks; no abstract; cannot confirm diffusion focus,,
5,W2009639564,10.1007/s11111-006-0030-5,Land Use and Marriage Timing in Nepal,2006,Population and Environment,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title mentions marriage timing in Nepal, potentially fertility-related, but cannot assess substance",,
