paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W2012763565,10.1016/j.jdeveco.2008.09.002,Is product boycott a good idea for controlling child labor? A theoretical investigation,2008,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2171862933,10.1111/j.1468-2354.2008.00498.x,LOOKING AT THE “POPULATION PROBLEM” THROUGH THE PRISM OF HETEROGENEITY: WELFARE AND POLICY ANALYSES*,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2136413534,,Legislation for Child Labor and Compulsory Schooling in Pakistan: Some Issues,2008,RELEVANT,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2047640947,10.1007/s11065-008-9064-z,Lifecourse Social Conditions and Racial and Ethnic Patterns of Cognitive Aging,2008,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1740859762,10.3386/w14167,Lifting the Curse of Dimensionality: Measures of the Labor Legislation Climate in the States During the Progressive Era,2008,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3125534510,10.2202/1935-1682.1908,Lucky Last? Intra-Sibling Allocation of Child Labor,2008,RELEVANT,OFF_OUTCOME,structural,child-labor restriction,non-fertility outcome,forward,covered law is evaluated for a non-fertility outcome,,
W2148636464,10.3386/w14484,Luddites and the Demographic Transition,2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2114978546,10.1162/qjec.2008.123.3.1251,Missing Women and the Price of Tea in China: The Effect of Sex-Specific Earnings on Sex Imbalance<sup>*</sup>,2008,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2165262467,10.1016/j.jhealeco.2008.08.003,Parental education and child health: Evidence from a schooling reform,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1981443578,10.1596/1813-9450-4702,Poverty Alleviation And Child Labor,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4231766271,10.1057/978-1-349-95121-5_2700-1,Poverty Traps,2008,NOT_RELEVANT,NA,review,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4416090209,10.1007/978-1-349-58802-2_1317,Poverty Traps,2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3123572230,,Product boycott a good idea for controlling child labor? A theoretical investigation,2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2112193205,10.2139/ssrn.1311993,Public Investment and Budget Rules for State vs. Local Governments,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2076355871,10.1353/dem.0.0017,Technological innovation and inequality in health,2008,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W3124659364,10.2139/ssrn.1214919,The Causal Effect of Parent's Schooling on Children's Schooling: A Comparison of Estimation Methods,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1573504103,,The Role of Poverty and Community Norms in Child Labor and Schooling Decisions,2008,RELEVANT,OFF_OUTCOME,theory,child-labor policy,child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1845565435,,The Technological Origins of the High School Movement,2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2130715156,,The worst forms of child labour: dynamic model and policy implication,2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2053350546,10.1162/rest_a_00081,Too Young to Leave the Nest: The Effects of School Starting Age,2008,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2891150932,,Too young to leave the nest? The effects of school starting age,2008,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2155460056,10.2139/ssrn.1258322,Trade Unions Go Global!,2008,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1980786101,10.1162/qjec.2008.123.3.1287,"Women's Suffrage, Political Responsiveness, and Child Survival in American History<sup>*</sup>",2008,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W194975698,,"A Static Version of ""The Macroeconomics of Child Labor Regulation""",2007,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2126793732,10.3386/w12892,Africa's Lagging Demographic Transition: Evidence from Exogenous Impacts of Malaria Ecology and Agricultural Technology,2007,RELEVANT,OFF_EXPOSURE,quasi-experimental,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2100573193,10.2139/ssrn.987031,"Altruism, Fertility, and the Value of Children: Health Policy Evaluation and Intergenerational Welfare",2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1485079294,10.1016/s1573-4471(07)04057-0,Chapter 57 Child Labor,2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4249902315,10.3386/w12926,Child Labor,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3122028848,10.1086/513297,Child Labor and Globalization,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2075699415,10.2139/ssrn.966160,Child Labor and Household Wealth: Theory and Empirical Evidence of an Inverted-U,2007,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2010124249,10.1016/j.jmacro.2007.01.005,"Child labor participation, human capital accumulation, and economic development",2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1575768616,10.22004/ag.econ.7147,DOES LAND REFORM IN TRANSITION COUNTRIES INCREASE CHILD LABOR? EVIDENCE FROM THE REPUBLIC OF GEORGIA,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2055909669,10.1162/qjec.121.1.73,Disease and Development: Evidence from Hookworm Eradication in the American South,2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1975101123,10.1016/j.jpubeco.2007.02.002,"Do dropouts drop out too soon? Wealth, health and happiness from compulsory schooling",2007,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2318594386,,Does Compulsory School Attendance Affect Schooling and Earnings? Revisited,2007,RELEVANT,PRIMARY_CS_QUANTUM,quasi-experimental,compulsory-schooling reform,fertility quantum,forward,covered legal reform is linked to fertility or family formation,,
W3024833799,10.1016/j.jdeveco.2007.10.003,Does female schooling reduce fertility? Evidence from Nigeria,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2080569843,10.1080/09638190601165558,Does globalization reduce child labor?,2007,NOT_RELEVANT,NA,observational,n/a,child labor,n/a,Studies trade liberalization rather than child-labor or compulsory-schooling legislation.,,
W2462074648,,Essays on the economics of health and fertility,2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2167762204,10.1111/j.1465-7295.2006.00012.x,"FISCAL POLICY, EXPECTATION TRAPS, AND CHILD LABOR",2007,NOT_RELEVANT,NA,theory,n/a,child-labor equilibrium,n/a,Models fiscal transfers and child labor but not fertility or the covered legal-policy intervention.,,
W2051783803,10.1057/palgrave.imfsp.9450005,Foreign Aid Policy and Sources of Poverty: A Quantitative Framework,2007,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2141698678,,"ITALIAN CHILDREN AT WORK, 1881-1961",2007,UNCERTAIN,OFF_OUTCOME,observational,historical child-work restrictions and structural change,child employment,forward,"Historical child-work series is mechanism-relevant, but supplied text does not clearly identify a legal-policy treatment.",,
W2272654774,,Just A Matter of Time: Empirical Evidence of the Causal Effect of Education on Fertility in Italy,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1570708263,10.1016/j.jmacro.2007.06.007,Multiple growth regimes – Insights from unified growth theory,2007,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2162061281,10.1017/s0022050707000435,"Running Out of Steam: Federal Inspection and Locomotive Safety, 1912–1940",2007,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1583492656,,Tesis de doctorado,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2165247908,10.1007/s10887-012-9086-5,"The Farm, the City, and the Emergence of Social Security",2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2059121539,10.2139/ssrn.984610,Wage Gaps and Development: Lessons From U.S. History,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1992571383,10.1007/s11698-006-0001-1,What is ‘Cliometrica’?,2007,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3121531923,10.1016/j.euroecorev.2007.11.004,Why is child labor illegal?,2007,UNCERTAIN,OFF_OUTCOME,theory,child-labor prohibition,legality and welfare of child labor,forward,"Title directly concerns child-labor prohibition, but no abstract establishes a fertility component.",,
W2005449839,10.1007/s00148-007-0138-7,“Backslanted X” fertility dynamics and macroeconomics,2007,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2188011161,,3. What is education's impact on civic and social engagement?,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2181474235,,AS CARACTERÍSTICAS E OS DETERMINANTES DO TRABALHO INFANTIL EM MINAS GERAIS EM 2004,2006,NOT_RELEVANT,NA,observational,n/a,child labor participation,n/a,Profiles determinants of child labor without evaluating a covered legal reform or fertility.,,
W3122505915,10.2139/ssrn.883065,Backslanted 'X' Fertility Dynamics and Macroeconomics,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2017652479,10.1016/j.jmacro.2005.05.001,Buying out child labor,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4254219587,10.1093/0195305191.003.0016,Child Labor,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2044493808,10.2139/ssrn.950586,Child Labor and Globalization,2006,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W1583898581,10.1257/aer.96.5.1788,Child Labor and the Labor Supply of Other Household Members: Evidence from 1920 America,2006,RELEVANT,OFF_OUTCOME,quasi-experimental,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W115035067,,Child nutrition and multiple equilibria in the human capital transition function,2006,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2127948988,10.1086/501090,Do Teen Births Keep American Crime High?,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1991376980,10.1016/j.red.2006.11.003,Education for all. A welfare-improving course for Africa?,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2048261152,10.1257/000282806776157641,Estimating Average and Local Average Treatment Effects of Education when Compulsory Schooling Laws Really Matter,2006,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2131803191,10.1007/s10887-006-9005-8,Fertility and development: the roles of schooling and family production,2006,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W2954593453,10.5089/9781451862744.001,Foreign Aid Policy and Sources of Poverty: A Quantitative Framework,2006,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4243824685,10.2139/ssrn.883116,Growth Takeoffs,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2039460047,10.1007/s00148-005-0047-6,Growth and inequality: a demographic explanation,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2173257366,10.1162/001152606775321103,How Society Shapes Aging: The Centrality of Variability,2006,NOT_RELEVANT,NA,review,n/a,social determinants of aging,n/a,Aging essay unrelated to the covered policy-fertility relationship.,,
W3123066404,10.2139/ssrn.670883,"Inequality in Land Ownership, the Emergence of Human Capital Promoting Institutions, and the Great Divergence",2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2123676639,10.1086/507154,Is the 1918 Influenza Pandemic Over? Long‐Term Effects of <i>In Utero</i> Influenza Exposure in the Post‐1940 U.S. Population,2006,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2042832998,10.2139/ssrn.947275,Lucky Last? Intra-Sibling Allocation of Child Labor,2006,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W65041456,,Macro Analysis of Child Labor and School Enrollment,2006,RELEVANT,OFF_OUTCOME,observational,child-labor policy,child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1974462903,10.1016/j.ajog.2006.06.019,Maternal age and the risk of stillbirth throughout pregnancy in the United States,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2339339077,,Measuring the Effects of Education on Health and Civic Engagement,2006,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3026658253,,Modelling the role of health status in the transition out of malthusian equilibrium,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3123180928,10.2139/ssrn.931948,Multiple Experiments for the Causal Link between the Quantity and Quality of Children,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2219188143,10.7551/mitpress/4907.001.0001,NBER Macroeconomics Annual 2005,2006,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2100826714,10.1111/j.1468-0335.2006.00507.x,"Opportunity, Inequality and the Intergenerational Transmission of Child Labour",2006,RELEVANT,OFF_OUTCOME,theory,child-labor bans and compulsory-education laws,"dynastic welfare, poverty, and inequality",forward,Models covered laws directly but does not estimate or model fertility as the outcome.,,
W2097535518,10.3386/w12665,Origins and Consequences of Child Labor Restrictions: A Macroeconomic Perspective,2006,RELEVANT,OFF_OUTCOME,theory,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2163394858,10.1093/0195305191.003.0017,Policy Dilemmas for Controlling Child Labor,2006,RELEVANT,OFF_OUTCOME,review,child-labor policy,child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2023290131,10.1111/j.1467-9701.2006.00778.x,Political Repression and Child Labour: Theory and Empirical Evidence,2006,RELEVANT,OFF_OUTCOME,theory,child-labor regulation,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2111676713,10.1016/j.jebo.2005.11.002,Religious participation and children’s education: A social capital approach,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2118621507,,State dependence and casual feedback of poverty and fertility in Ethiopia,2006,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1546716508,,The Demographic Transition,2006,NOT_RELEVANT,NA,theory,n/a,demographic transition,n/a,General human-capital account of demographic transition without child-labor or compulsory-schooling regulation.,,
W3124277848,10.3386/w12329,The Effect of Female Education on Fertility and Infant Health: Evidence from School Entry Policies Using Exact Date of Birth,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2133640744,,The Effect of Maternal Education on Fertility and Infant Health: Evidence from School Entry Policies Using Exact Date of Birth,2006,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2047913789,10.1086/506486,The Relationship between Women's Education and Marriage Outcomes,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2060496374,10.1086/504277,The Roles of High School Completion and GED Receipt in Smoking and Obesity,2006,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3123675839,10.3386/w11990,The Roles of High School Completion and GED Receipt in Smoking and Obesity,2006,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2063336052,10.1111/j.0008-4085.2006.00337.x,The compelling effects of compulsory schooling: evidence from Canada,2006,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2617310741,,The effect of birth order on early educational attainment.,2006,RELEVANT,PRIMARY_CS_QUANTUM,quasi-experimental,compulsory-schooling reform,fertility quantum,forward,covered legal reform is linked to fertility or family formation,,
W1966519162,10.1057/palgrave.development.1100220,Women's Rights in Development,2006,NOT_RELEVANT,NA,review,n/a,women's rights and development,n/a,No child-labor/compulsory-schooling policy or fertility estimand is indicated.,,
W3122769952,10.1111/j.0020-6598.2005.00318.x,,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1517456282,10.1016/s1574-0684(05)01004-x,Chapter 4 From Stagnation to Growth: Unified Growth Theory,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3121996301,10.1007/s00148-004-0208-z,Child mortality and fertility decline: Does the Barro-Becker model fit the facts?,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2890667607,10.3386/w11704,Contraception as Development? New Evidence from Family Planning in Colombia,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3095534481,10.1162/0034653053970375,Extensive or Intensive Generosity? The Price and Income Effects of Federal Grants,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1489749791,10.2139/ssrn.651526,From Stagnation to Growth: Unified Growth Theory,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2014651387,10.1057/9780230501850_7,Global Labour Standards and Local Freedoms,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2020358148,10.1002/jae.817,High school completion and future youth unemployment: new evidence from High School and Beyond,2005,RELEVANT,OFF_OUTCOME,observational,compulsory-attendance requirements,high-school completion and unemployment,forward,Estimates a covered law's schooling and labor-market first-stage outcomes but not fertility.,,
W2107256585,10.1257/000282805775014380,"Human Capital Formation, Life Expectancy, and the Process of Development",2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1573855154,,Is Product Boycott a Good Idea for Controlling Child Labor,2005,RELEVANT,OFF_OUTCOME,observational,child-labor policy,child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1578870583,,Land Inequality and the Emergence of Human Capital Promoting Institutions,2005,RELEVANT,OFF_OUTCOME,other,compulsory-schooling law,non-fertility outcome,forward,covered law is evaluated for a non-fertility outcome,,
W3023482494,10.1111/j.1468-2354.2005.00346.x,ON THE DISTRIBUTIONAL CONSEQUENCES OF CHILD LABOR LEGISLATION*,2005,RELEVANT,OFF_OUTCOME,theory,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1554992007,10.2139/ssrn.1001621,Poverty and Children's Work in 19th and 20th Century Spain and Nowadays Developing Countries. First Results,2005,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1497141875,,Poverty and chilidren's work in Spain and Latin America. Some preliminary remarks.,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2163938684,10.1016/j.econlet.2005.08.024,Results on the bias and inconsistency of ordinary least squares for the linear probability model,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3124442040,10.1162/0034653053970230,Slavery and the Intergenerational Transmission of Human Capital,2005,NOT_RELEVANT,NA,observational,n/a,intergenerational human capital,n/a,Slavery legacy study has no covered legal-policy fertility mechanism.,,
W2132216222,10.1162/jeea.2005.3.2-3.516,Social Class and the Spirit of Capitalism,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3149713339,10.1016/s1574-0684(05)01019-1,Technological Progress and Economic Transformation,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4243374904,10.3368/jhr.xl.3.683,Teenage Childbearing and Its Life Cycle Consequences,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1594066251,,The Centrality of Variability: How society shapes patterns of aging,2005,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3125750551,10.1162/jeea.2005.3.2-3.494,The Demographic Transition and the Emergence of Sustained Economic Growth,2005,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1961684553,10.1093/0199264457.001.0001,The Economics of Child Labour,2005,RELEVANT,THEORY,theory,child-labor mechanism,fertility,forward,"Models the relationship among child labor or schooling, fertility, and economic change.",,
W1575170769,,The Economics of Child Trafficking (Part II),2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1587082474,,The Emergence of Human Capital Promoting Institutions in the Process of Development,2005,RELEVANT,OFF_OUTCOME,observational,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1970083047,10.1017/s0022050705230188,The Impact of State Labor Regulations on Manufacturing Input Demand During the Progressive Era,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2141866994,10.2139/ssrn.1001616,The Impact of Women's Educational and Economic Resources on Fertility. Spanish Birth Cohorts 1901-1950,2005,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W3121379395,10.2139/ssrn.664613,The Macroeconomics of Child Labor Regulation,2005,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W3124446973,10.21034/sr.354,The Macroeconomics of Child Labor Regulation,2005,RELEVANT,REVERSE,theory,fertility and family child-labor income,adoption of child-labor regulation,reverse,Models fertility decisions as determinants of political support for and adoption of child-labor laws.,,
W1556432799,,The Research Agenda: Fabrizio Zilibotti on the Equilibrium Dynamics of Policies and Institutions,2005,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1571742656,,Towards statistical standards for children's non economic work : a discussion based on household survey data,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3122864087,10.1257/0002828053828635,Why the Apple Doesn’t Fall Far: Understanding Intergenerational Transmission of Human Capital,2005,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2891032159,10.1162/rest.90.3.592,Zero Returns to Compulsory Schooling in Germany: Evidence and Interpretation,2005,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory schooling in Germany,returns to schooling,forward,Evaluates a covered compulsory-schooling treatment but not fertility.,,
W2049461881,10.1007/bf02690211,Abortion policy and the economics of fertility,2004,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3122927652,10.1023/b:joeg.0000038935.84627.e4,Accounting for Fertility Decline During the Transition to Growth,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3025525792,10.1016/j.jpubeco.2003.11.002,Are there civic returns to education?,2004,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3124226822,10.1111/j.1468-0297.2004.00961.x,Cheap Children and the Persistence of Poverty,2004,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4251761007,10.1002/j.2325-8012.2004.tb00621.x,Child Labor and the Interaction between the Quantity and Quality of Children,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2164544871,10.2307/4135308,Child Labor and the Interaction between the Quantity and Quality of Children,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1735080820,10.1111/j.1468-0297.2004.00231.x,"Child Mortality, Child Labour and Economic Development",2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2123651389,10.1111/j.1467-8586.2004.00199.x,Compulsory Schooling Laws and the Cure for Child Labour,2004,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2480719685,10.1016/s0147-9121(00)19005-3,Do compulsory school attendance laws alone explain the association between quarter of birth and earnings?,2004,RELEVANT,OFF_OUTCOME,quasi-experimental,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2145529582,10.1016/j.jpubeco.2003.10.005,Does education improve citizenship? Evidence from the United States and the United Kingdom,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1974841105,10.1920/wp.ifs.2004.0410,"Educational reform, ability and family background",2004,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory comprehensive-school reform,education and earnings,forward,"Evaluates a covered compulsory-schooling reform but reports education and earnings, not fertility.",,
W1996920184,10.1023/b:joeg.0000031427.20051.38,Exploitation of Child Labor and the Dynamics of Debt Bondage,2004,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3125133634,10.1111/0034-6527.00312,From Physical to Human Capital Accumulation: Inequality and the Process of Development,2004,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
